id,cinsiyyət,Yaşlı təbəqə,tərəfdaş,asılı olanlar,müddəti,Telefon Xidməti,Birdən çox xətt,İnternet servisi,onlayn təhlükəsizlik,onlayn yedəkləmə,Cihazın Mühafizəsi,texniki dəstək,canli tv,filmlər,müqavilə,Kağızsız Hesablaşma,ödəniş metodu,Aylıq Ödənişlər,Ümumi ödənişlər,Churn,"TelefonXidməti,KağızsızHesablaşma"
2522-WLNSF,Qadın,1,Hə,Yox,34,Hə,Yox,DSL,Yox,Yox,Hə,Hə,Hə,Yox,illik,Yox,bank transfer,64.2,2106.3,Yox,Hə Yox
3841-CONLJ,Qadın,0,Hə,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Yox,elektronik cek,35.0,35,Yox,Yox Yox
5057-LCOUI,Qadın,0,Yox,Yox,39,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,50.75,2011.4,Hə,Yox Hə
0193-ESZXP,Qadın,1,Hə,Yox,58,Hə,Yox,Fiber optic,Hə,Hə,Yox,Hə,Hə,Hə,illik,Hə,kredit karti,105.5,6205.5,Hə,Hə Hə
4475-NVTLU,Kişi,0,Hə,Hə,45,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,elektronik cek,19.2,903.7,Yox,Hə Yox
4369-HTUIF,Kişi,1,Yox,Yox,6,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,bank transfer,85.15,503.6,Hə,Hə Hə
9386-LDCZR,Kişi,0,Yox,Yox,43,Hə,Yox,Fiber optic,Hə,Hə,Hə,Hə,Yox,Yox,illik,Hə,kredit karti,90.65,3882.3,Yox,Hə Hə
9585-KKMFD,Kişi,0,Hə,Hə,41,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,20.0,879.8,Yox,Hə Hə
5399-ZIMKF,Kişi,0,Yox,Yox,5,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,74.65,383.65,Yox,Hə Hə
0336-KXKFK,Kişi,0,,Yox,72,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,61.2,4390.25,Yox,Yox Hə
5619-XZZKR,Kişi,0,Yox,Yox,4,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.95,68.2,Yox,Hə Yox
3948-FVVRP,Kişi,0,Hə,Hə,9,Hə,Yox,DSL,Yox,Hə,Yox,Hə,Yox,Yox,ayliq,Yox,mail cek,54.8,452.8,Yox,Hə Yox
5327-XOKKY,Kişi,1,Hə,Yox,72,Hə,Hə,DSL,Yox,Yox,Hə,Yox,Hə,Hə,2illik,Hə,kredit karti,73.45,5329,Yox,Hə Hə
0983-TATYJ,Qadın,0,Hə,Yox,33,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Yox,Yox,illik,Hə,mail cek,51.45,1758.9,Yox,Hə Hə
1813-JYWTO,Qadın,0,Hə,Yox,72,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,2illik,Yox,bank transfer,80.45,5737.6,Yox,Hə Yox
0156-FVPTA,Kişi,0,Hə,Yox,22,Hə,Yox,DSL,Hə,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,54.2,1152.7,Hə,Hə Hə
1984-FCOWB,Qadın,0,Hə,Yox,70,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,illik,Hə,elektronik cek,109.5,7674.55,Hə,Hə Hə
0654-HMSHN,Kişi,0,Hə,Hə,21,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Yox,elektronik cek,104.4,2157.95,Hə,Hə Yox
6719-OXYBR,Kişi,0,Yox,Yox,15,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Hə,Yox,ayliq,Yox,elektronik cek,85.3,1219.85,Yox,Hə Yox
3312-ZWLGF,Kişi,1,Hə,Yox,29,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,79.3,2414.55,Yox,Hə Hə
6476-YHMGA,Qadın,0,Hə,Hə,15,Hə,Yox,DSL,Yox,Hə,Hə,Hə,Hə,Hə,ayliq,Yox,bank transfer,76.5,1155.6,Yox,Hə Yox
5287-QWLKY,Kişi,1,Hə,Hə,71,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,kredit karti,105.1,7548.1,Hə,Hə Hə
0795-XCCTE,Kişi,1,Yox,Yox,72,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,25.4,1809.35,Yox,Hə Yox
0168-XZKBB,Qadın,0,Hə,Yox,19,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,86.85,1564.4,Yox,Hə Hə
3785-NRHYR,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.65,19.65,Yox,Hə Yox
5196-SGOAK,Qadın,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,75.7,75.7,Hə,Hə Hə
4537-DKTAL,Qadın,0,Yox,Yox,2,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,45.55,84.4,Yox,Hə Yox
7072-MBHEV,Qadın,1,Hə,Hə,11,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Hə,kredit karti,78.1,864.85,Yox,Hə Hə
5602-BVFMK,Qadın,0,Yox,Yox,12,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.3,228.75,Yox,Hə Yox
6297-NOOPG,Qadın,0,Hə,Yox,70,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,elektronik cek,110.5,7752.05,Yox,Hə Hə
1891-UAWWU,Qadın,1,Hə,Yox,20,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Yox,ayliq,Yox,elektronik cek,90.8,1951,Hə,Hə Yox
8204-TIFGJ,Qadın,0,Yox,Yox,23,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,bank transfer,20.3,470.6,Yox,Hə Hə
8050-DVOJX,Kişi,1,Yox,Yox,49,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Yox,Hə,2illik,Yox,kredit karti,81.35,4060.9,Yox,Hə Yox
6108-OQZDQ,Qadın,0,Hə,Hə,4,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,97.95,384.5,Hə,Hə Hə
0363-QJVFX,Kişi,0,Yox,Yox,32,Hə,Hə,Fiber optic,Hə,Hə,Yox,Hə,Hə,Hə,ayliq,Hə,kredit karti,108.15,3432.9,Hə,Hə Hə
8903-XEBGX,Kişi,0,Yox,Hə,2,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,55.3,108.65,Yox,Hə Hə
8169-SAEJD,Kişi,1,Hə,Yox,69,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Yox,Yox,Hə,Hə,2illik,Yox,kredit karti,56.55,3952.65,Yox,Yox Yox
9840-DVNDC,Kişi,0,Yox,Yox,6,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,kredit karti,80.5,463.05,Hə,Hə Hə
1089-XZWHH,Qadın,0,Hə,Hə,24,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,19.7,494.05,Yox,Hə Hə
2325-WINES,Qadın,0,Yox,Yox,32,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,illik,Hə,kredit karti,104.05,3416.85,Yox,Hə Hə
6064-ZATLR,Qadın,0,Yox,Yox,27,Hə,Yox,DSL,Hə,Hə,Yox,Yox,Yox,Yox,2illik,Yox,bank transfer,52.85,1498.65,Yox,Hə Yox
3096-JRDSO,Qadın,1,Hə,Yox,27,Hə,Hə,Fiber optic,Hə,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,bank transfer,104.3,2867.75,Hə,Hə Hə
7824-PANSQ,Kişi,0,Yox,Yox,58,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Yox,bank transfer,80.65,4807.35,Yox,Hə Yox
8042-JVNFH,Kişi,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,71.35,71.35,Hə,Hə Hə
9648-BCHKM,Qadın,0,Hə,Hə,18,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,kredit karti,24.65,471.35,Yox,Hə Hə
2888-ADFAO,Qadın,0,Hə,Hə,47,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,bank transfer,21.3,1041.8,Yox,Hə Hə
8707-HOEDG,Qadın,0,Hə,Hə,70,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,elektronik cek,110.2,7689.8,Yox,Hə Hə
3374-LXDEV,Qadın,0,Yox,Yox,13,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Yox,Yox,ayliq,Yox,elektronik cek,89.4,1132.35,Hə,Hə Yox
4072-IPYLT,Qadın,0,Hə,Hə,36,Hə,Yox,DSL,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,kredit karti,51.05,1815,Yox,Hə Yox
7167-PCEYD,Kişi,0,Yox,Yox,67,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,19.8,1311.3,Yox,Hə Hə
4936-YPJNK,Qadın,0,Yox,Yox,10,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,19.9,199.45,Yox,Hə Hə
1580-BMCMR,Kişi,1,Yox,Yox,19,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,87.3,1637.3,Yox,Hə Hə
4817-KEQSP,Qadın,0,Hə,Hə,71,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,19.85,1326.35,Yox,Hə Yox
6408-WHTEF,Kişi,0,Hə,Hə,72,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,mail cek,89.4,6376.55,Yox,Hə Hə
9251-AWQGT,Qadın,0,Hə,Hə,48,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,20.0,935.9,Yox,Hə Yox
8749-CLJXC,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.05,20.05,Yox,Hə Yox
7989-VCQOH,Kişi,0,Hə,Hə,18,Hə,Yox,DSL,Hə,Yox,Hə,Hə,Hə,Hə,ayliq,Yox,elektronik cek,83.25,1611.15,Yox,Hə Yox
5049-GLYVG,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.6,20.6,Hə,Hə Yox
4199-QHJNM,Kişi,1,Hə,Yox,67,Hə,Hə,Fiber optic,Yox,Hə,Yox,Hə,Hə,Hə,2illik,Yox,bank transfer,102.9,6989.7,Yox,Hə Yox
8882-TLVRW,Kişi,0,Hə,Hə,69,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Hə,Yox,Yox,2illik,Yox,mail cek,39.1,2779.5,Yox,Yox Yox
5883-GTGVD,Kişi,0,Yox,Yox,19,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,99.95,1931.75,Hə,Hə Hə
5135-GRQJV,Kişi,1,Hə,Yox,72,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,mail cek,114.5,8331.95,Yox,Hə Hə
2384-OVPSA,Qadın,1,Yox,Yox,38,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,20.2,735.9,Yox,Hə Yox
1371-WEPDS,Kişi,1,Hə,Yox,40,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Hə,illik,Yox,elektronik cek,55.8,2283.3,Yox,Hə Yox
3580-GICBM,Qadın,0,Hə,Hə,61,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,24.2,1445.2,Yox,Hə Hə
4817-QRJSX,Qadın,0,Yox,Yox,10,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,81.0,818.05,Hə,Hə Hə
9730-DRTMJ,Kişi,0,Hə,Yox,32,Hə,Hə,DSL,Hə,Yox,Yox,Hə,Hə,Yox,illik,Hə,kredit karti,72.8,2333.05,Yox,Hə Hə
4686-UXDML,Qadın,0,Yox,Yox,21,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,kredit karti,99.85,1992.55,Yox,Hə Hə
3349-ANQNH,Qadın,1,Yox,Yox,59,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,99.5,5890,Yox,Hə Hə
2398-YPMUR,Qadın,1,Hə,Yox,13,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,70.15,916.75,Hə,Hə Hə
0932-YIXYU,Qadın,0,Yox,Yox,47,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,20.25,1029.8,Yox,Hə Yox
7480-SPLEF,Kişi,0,Hə,Hə,69,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,bank transfer,26.0,1796.55,Yox,Hə Hə
7636-XUHWW,Kişi,0,Yox,Yox,2,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,kredit karti,19.9,33.7,Yox,Hə Hə
1431-CYWMH,Qadın,0,Hə,Hə,22,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,bank transfer,19.05,454.05,Yox,Hə Yox
5937-EORGB,Kişi,1,Hə,Yox,15,Hə,Hə,Fiber optic,Hə,Yox,Hə,Yox,Hə,Yox,ayliq,Hə,elektronik cek,96.5,1392.25,Yox,Hə Hə
6349-JDHQP,Qadın,0,Yox,Yox,53,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,19.85,1049.6,Yox,Hə Yox
5539-HIVAK,Qadın,1,Hə,Yox,28,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,25.7,734.6,Yox,Hə Yox
5847-MXBEO,Kişi,0,Yox,Yox,22,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,20.3,475.1,Yox,Hə Yox
9985-MWVIX,Qadın,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,70.15,70.15,Hə,Hə Hə
4583-PARNH,Kişi,1,Hə,Yox,16,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Yox,Hə,ayliq,Hə,elektronik cek,91.55,1540.05,Yox,Hə Hə
1116-FRYVH,Qadın,0,Hə,Hə,48,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Yox,Hə,Yox,Yox,2illik,Yox,mail cek,39.4,1978.65,Yox,Yox Yox
1421-HCERK,Kişi,1,Hə,Yox,30,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Yox,ayliq,Hə,bank transfer,105.7,3181.8,Yox,Hə Hə
9633-XQABV,Qadın,0,Yox,Yox,3,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,70.25,229.7,Yox,Hə Hə
0716-BQNDX,Kişi,1,Yox,Yox,57,Hə,Hə,Fiber optic,Hə,Yox,Yox,Hə,Yox,Hə,2illik,Yox,elektronik cek,93.75,5625.55,Yox,Hə Yox
1265-XTECC,Qadın,1,Hə,Yox,68,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Yox,Hə,illik,Hə,kredit karti,96.55,6581.9,Hə,Hə Hə
1183-CANVH,Qadın,0,Hə,Yox,23,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Hə,Yox,illik,Yox,bank transfer,60.0,1347.15,Yox,Hə Yox
1972-XMUWV,Qadın,0,Hə,Yox,65,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Hə,Yox,2illik,Hə,kredit karti,59.8,3808.2,Yox,Hə Hə
8679-LZBMD,Kişi,0,Hə,Yox,44,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,illik,Hə,bank transfer,90.65,3974.15,Yox,Hə Hə
3407-JMJQQ,Qadın,0,Hə,Hə,71,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,2illik,Hə,bank transfer,109.0,7661.8,Yox,Hə Hə
6252-DFGTK,Qadın,0,Hə,Yox,37,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Yox,Yox,illik,Yox,kredit karti,68.1,2479.25,Yox,Hə Yox
1539-LNKHM,Qadın,0,,Yox,12,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.4,266.6,Yox,Hə Yox
8645-KOMJQ,Kişi,0,Hə,Hə,69,Hə,Hə,DSL,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,bank transfer,81.95,5601.4,Yox,Hə Hə
0289-IVARM,Qadın,0,Yox,Yox,35,Hə,Yox,DSL,Hə,Hə,Hə,Yox,Yox,Yox,ayliq,Yox,elektronik cek,60.55,1982.6,Yox,Hə Yox
9761-XUJWD,Kişi,0,Yox,Yox,5,Hə,Yox,DSL,Yox,Hə,Yox,Hə,Yox,Hə,ayliq,Hə,bank transfer,65.6,339.9,Yox,Hə Hə
4057-FKCZK,Kişi,0,Hə,Hə,58,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,2illik,Yox,bank transfer,82.5,4828.05,Yox,Hə Yox
4291-TPNFG,Kişi,0,Hə,Yox,72,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Yox,Hə,2illik,Hə,bank transfer,82.3,5980.55,Yox,Hə Hə
6087-YPWHO,Kişi,0,Hə,Yox,72,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Yox,Yox,2illik,Yox,mail cek,68.15,4808.7,Yox,Hə Yox
3090-QFUVD,Qadın,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,kredit karti,20.3,20.3,Yox,Hə Yox
2237-ZFSMY,Qadın,0,Yox,Yox,39,Hə,Yox,Fiber optic,Hə,Yox,Hə,Hə,Hə,Yox,illik,Hə,elektronik cek,95.55,3692.85,Hə,Hə Hə
1722-LDZJS,Kişi,0,Hə,Hə,53,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,kredit karti,20.2,1068.15,Yox,Hə Yox
1818-ESQMW,Qadın,0,Yox,Yox,27,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Yox,Hə,ayliq,Hə,elektronik cek,89.2,2383.6,Yox,Hə Hə
4871-JTKJF,Qadın,1,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.65,69.65,Hə,Hə Hə
1415-YFWLT,Qadın,1,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,89.3,89.3,Hə,Hə Hə
7401-RUBNK,Qadın,0,Hə,Yox,18,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,74.8,1438.05,Yox,Hə Yox
0506-YLVKJ,Kişi,0,Hə,Hə,46,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,20.2,917.45,Yox,Hə Hə
8661-BOYNW,Qadın,0,Hə,Yox,72,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,84.4,6096.45,Yox,Hə Hə
6711-VTNRE,Qadın,0,Yox,Yox,36,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Yox,Hə,ayliq,Hə,elektronik cek,87.55,3078.1,Hə,Hə Hə
4815-GBTCD,Qadın,0,Hə,Yox,4,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,25.15,99.95,Yox,Yox Hə
2805-AUFQN,Qadın,0,Yox,Yox,25,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,19.8,475.2,Yox,Hə Yox
0980-PVMRC,Qadın,0,Hə,Hə,40,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,50.85,2036.55,Yox,Yox Hə
7233-DRTRF,Kişi,0,Hə,Yox,63,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,102.4,6444.05,Yox,Hə Hə
3500-RMZLT,Qadın,1,Yox,Yox,15,Hə,Yox,Fiber optic,Hə,Yox,Hə,Hə,Yox,Hə,ayliq,Hə,mail cek,96.3,1426.75,Hə,Hə Hə
3873-NFTGI,Kişi,0,Yox,Yox,14,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,55.5,767.55,Yox,Hə Hə
1162-ECVII,Kişi,1,Hə,Yox,72,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,bank transfer,109.75,7932.5,Yox,Hə Hə
7048-GXDAY,Kişi,0,Yox,Yox,39,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,106.4,4040.65,Yox,Hə Hə
8571-ZCMCX,Qadın,0,Hə,Hə,47,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Hə,Yox,Hə,Hə,2illik,Hə,kredit karti,60.0,2768.65,Yox,Yox Hə
1169-WCVAK,Kişi,0,Hə,Yox,19,Hə,Hə,Fiber optic,Hə,Hə,Yox,Hə,Yox,Yox,ayliq,Hə,kredit karti,88.8,1672.35,Yox,Hə Hə
4548-SDBKE,Qadın,0,Yox,Yox,5,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,85.2,474.8,Hə,Hə Hə
8066-POXGX,Qadın,0,Yox,Yox,13,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,35.1,446.1,Hə,Yox Hə
7129-CAKJW,Qadın,0,Yox,Yox,17,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Yox,bank transfer,80.05,1345.65,Yox,Hə Yox
8695-ARGXZ,Kişi,1,Hə,Yox,34,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,75.55,2425.4,Yox,Hə Hə
3570-YUEKJ,Qadın,0,Yox,Yox,42,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,49.55,2077.95,Yox,Hə Hə
4143-OOBWZ,Kişi,0,Hə,Yox,5,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,81.3,416.3,Hə,Hə Hə
1555-HAPSU,Qadın,0,Hə,Hə,71,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,23.9,1663.5,Yox,Hə Yox
1697-NVVGY,Kişi,1,Hə,Yox,19,Hə,Yox,DSL,Hə,Yox,Hə,Yox,Hə,Yox,ayliq,Yox,bank transfer,66.4,1286.05,Yox,Hə Yox
7854-EKTJL,Qadın,0,Yox,Hə,2,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,elektronik cek,19.6,35.85,Hə,Hə Hə
8464-EETCQ,Kişi,0,Yox,Yox,57,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,18.8,1094.35,Yox,Hə Yox
2419-FSORS,Kişi,0,Hə,Yox,72,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,elektronik cek,108.4,7719.5,Yox,Hə Hə
8132-YPVBX,Qadın,0,Yox,Yox,6,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,mail cek,85.95,514.6,Yox,Hə Hə
9102-IAYHT,Qadın,0,Hə,Hə,17,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,85.45,1451.6,Hə,Hə Hə
6754-LZUKA,Kişi,0,Hə,Yox,61,Hə,Hə,DSL,Yox,Hə,Hə,Yox,Hə,Hə,2illik,Yox,bank transfer,80.9,4932.5,Yox,Hə Yox
3422-LYEPQ,Kişi,0,Hə,Hə,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,71.0,71,Hə,Hə Hə
8099-MZPUJ,,0,Hə,Hə,48,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,kredit karti,111.8,5443.65,Yox,Hə Yox
0787-LHDYT,Kişi,0,Yox,Yox,16,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,kredit karti,20.6,330.25,Yox,Hə Hə
2642-DTVCO,Kişi,1,Yox,Yox,9,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,85.05,746.5,Hə,Hə Hə
0374-IOEGQ,Qadın,0,Yox,Yox,3,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,44.6,122.7,Yox,Hə Yox
4361-JEIVL,Kişi,0,Yox,Hə,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,44.4,44.4,Hə,Hə Hə
3197-NNYNB,Kişi,0,Yox,Yox,65,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,2illik,Yox,kredit karti,105.1,6631.85,Yox,Hə Yox
